retired-name-on-shipped-surface	docs/RECURSIVE_IMPROVEMENT_DESIGN.md	475	a shipped surface still names the retired 'AGENT_FEEDBACK.md': Parallel Commanders under an Admiral share `.agent-work/AGENT_FEEDBACK.md` and
retired-name-on-shipped-surface	docs/RECURSIVE_IMPROVEMENT_DESIGN.md	476	a shipped surface still names the retired 'LESSONS.md': LESSONS.md with no locking. The per-work-id sidecar file proposal
retired-name-on-shipped-surface	docs/RECURSIVE_IMPROVEMENT_DESIGN.md	481	a shipped surface still names the retired 'LESSONS.md': trio (LESSONS.md, AGENT_FEEDBACK.md, CONSTELLATION_FEEDBACK.md) is one canonical
retired-name-on-shipped-surface	docs/RECURSIVE_IMPROVEMENT_DESIGN.md	491	a shipped surface still names the retired 'AGENT_FEEDBACK.md': checkout, it stages the worktree-local trio — the `AGENT_FEEDBACK.md` entry,
retired-name-on-shipped-surface	docs/RECURSIVE_IMPROVEMENT_DESIGN.md	494	a shipped surface still names the retired 'verify_agent_feedback': serializes the harvest into the canonical files at epic closeout. `verify_agent_feedback.py`
retired-name-on-shipped-surface	docs/RECURSIVE_IMPROVEMENT_DESIGN.md	502	a shipped surface still names the retired 'AGENT_FEEDBACK.md': **`scripts/stage_feedback.py`** (#154): it writes the `AGENT_FEEDBACK.md` entry,
retired-name-on-shipped-surface	docs/RECURSIVE_IMPROVEMENT_DESIGN.md	504	a shipped surface still names the retired 'verify_agent_feedback': exact layout `verify_agent_feedback.py` accepts, so a fenced Commander no longer
retired-name-on-shipped-surface	docs/RECURSIVE_IMPROVEMENT_DESIGN.md	506	a shipped surface still names the retired 'AGENT_FEEDBACK.md': - **Ordering constraint for any future mechanized write-through:** AGENT_FEEDBACK.md
retired-name-on-shipped-surface	docs/RECURSIVE_IMPROVEMENT_DESIGN.md	540	a shipped surface still names the retired 'LESSONS.md': closeout; for plain Commander runs it triggers when LESSONS.md > 5 entries or on
retired-name-on-shipped-surface	docs/agents/ORCHESTRATOR_CONTEXT.md	39	a shipped surface still names the retired 'LESSONS.md': `.agent-work/LESSONS.md` and `.agent-work/AGENT_FEEDBACK.md` are **retired** (#447). This
retired-name-on-shipped-surface	scripts/apply_episode_delta.py	10	a shipped surface still names the retired 'apply_lessons_delta': Mirrors scripts/apply_lessons_delta.py's contract (validate-then-apply, all-or-nothing,
retired-name-on-shipped-surface	scripts/apply_episode_delta.py	40	a shipped surface still names the retired 'apply_lessons_delta': not generated here. (apply_lessons_delta.py stamps its own dates; this store departs
retired-name-on-shipped-surface	scripts/apply_episode_delta.py	987	a shipped surface still names the retired 'apply_lessons_delta': # C3a — the mandatory non-empty reason (mirrors apply_lessons_delta.py's own
retired-name-on-shipped-surface	scripts/init_work_area.py	21	a shipped surface still names the retired 'lessons-auditor': # carry hyphens, e.g. a hypothetical <lessons-auditor-skill-dir>). A token in
retired-name-on-shipped-surface	scripts/install_constellation.py	221	a shipped surface still names the retired 'lessons-auditor': # doctrine (mirrors interrogator/lessons-auditor). It ships no script.
retired-name-on-shipped-surface	scripts/stage_feedback.py	5	a shipped surface still names the retired 'AGENT_FEEDBACK.md': write the durable `AGENT_FEEDBACK.md` (see "Fenced feedback/archive closeout
retired-name-on-shipped-surface	scripts/stage_feedback.py	7	a shipped surface still names the retired 'AGENT_FEEDBACK.md': worktree-local trio -- AGENT_FEEDBACK.md, lessons-delta.json,
retired-name-on-shipped-surface	scripts/stage_feedback.py	10	a shipped surface still names the retired 'verify_agent_feedback': `verify_agent_feedback.py --phase feedback` and `--phase archive` accept
retired-name-on-shipped-surface	scripts/stage_feedback.py	32	a shipped surface still names the retired 'AGENT_FEEDBACK.md': TRIO_FILES = ("AGENT_FEEDBACK.md", "lessons-delta.json", "CONSTELLATION_FEEDBACK.md", "FENCE.md")
retired-name-on-shipped-surface	scripts/stage_feedback.py	73	a shipped surface still names the retired 'AGENT_FEEDBACK.md': "Staged for Admiral harvest into the durable `.agent-work/AGENT_FEEDBACK.md` "
retired-name-on-shipped-surface	scripts/stage_feedback.py	92	a shipped surface still names the retired 'AGENT_FEEDBACK.md': "- `AGENT_FEEDBACK.md` -- this run's retrospective entry\n"
retired-name-on-shipped-surface	scripts/stage_feedback.py	136	a shipped surface still names the retired 'verify_agent_feedback': # reject later at verify_agent_feedback.
retired-name-on-shipped-surface	scripts/stage_feedback.py	148	a shipped surface still names the retired 'AGENT_FEEDBACK.md': (staged / "AGENT_FEEDBACK.md").write_text(
retired-name-on-shipped-surface	scripts/verify_episode_captured.py	4	a shipped surface still names the retired 'LESSONS.md': The write-side replacement for the retiring `.agent-work/LESSONS.md` /
retired-name-on-shipped-surface	scripts/verify_episode_captured.py	5	a shipped surface still names the retired 'AGENT_FEEDBACK.md': `.agent-work/AGENT_FEEDBACK.md` machinery (issue #447). It answers exactly one
retired-name-on-shipped-surface	skills/commander/templates/COMMANDER_SPINE.template.json	126	a shipped surface still names the retired 'LESSONS.md': {"id": "c4", "statement": "staged diff carries no suspicious artifacts (oversized files, generated record dumps, disallowed dirs, binary/blob additions, large d
